City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
615,Dwarka,IN,85.39,overcast clouds,22.24,68.97,Hotel Narayan Avezika Comfort
616,Mao,ES,77.0,clear sky,39.89,4.27,ARTIEM Capri
617,Robertsport,LR,74.64,moderate rain,6.75,-11.37,Kwepunha Retreat
619,San Felipe,VE,75.81,overcast clouds,10.34,-68.74,Posada Llovizna Rodríguez
621,Cabedelo,BR,73.4,scattered clouds,-6.98,-34.83,Lua Mansa Pousada
622,Port Blair,IN,82.45,overcast clouds,11.67,92.75,Fortune Resort Bay Island
623,Lensk,RU,65.95,clear sky,60.73,114.93,ТинОрС
630,Glenwood Springs,US,82.0,scattered clouds,39.55,-107.32,Glenwood Springs Cedar Lodge
633,Cairns,AU,71.6,overcast clouds,-16.92,145.77,Mantra Trilogy Cairns
634,Formosa,AR,77.0,clear sky,-26.18,-58.18,Asterión Hotel
635,Seoul,KR,77.0,mist,37.57,126.98,LOTTE HOTEL SEOUL
636,Katherine,AU,68.0,clear sky,-14.47,132.27,Pine Tree Motel
639,Davila,PH,80.6,broken clouds,18.47,120.58,SITIO 3 DAVILA PASUQUIN
640,Jiwani,PK,83.82,scattered clouds,25.05,61.74,Al Mumtaz Transport Jiwani
641,Antalaha,MG,69.37,scattered clouds,-14.9,50.28,Hotel Vitasoa
643,Lagunas,PE,76.48,clear sky,-5.23,-75.68,Hospedaje Eco
645,Salalah,OM,80.6,broken clouds,17.02,54.09,HAMDAN PLAZA HOTEL
646,Kigoma,TZ,74.34,few clouds,-4.88,29.63,Kigoma Hilltop Hotel
649,Shache,CN,75.79,overcast clouds,38.42,77.24,Delong Hotel
650,Puerto Morazan,NI,87.8,few clouds,12.85,-87.17,Iglesia de Dios de la profecia
651,Malibu,US,78.01,clear sky,34.01,-118.81,Malibu Country Inn
652,Amagi,JP,86.0,scattered clouds,33.42,130.65,Hoteruguransupaabenyu
655,Wenling,CN,84.0,clear sky,28.37,121.36,Hanting Express Wenling Wanchang North Road
658,Karratha,AU,72.28,clear sky,-20.74,116.85,ibis Styles Karratha
659,Coahuayana,MX,77.0,thunderstorm with rain,18.73,-103.68,Hotel Los Arcos
660,Koubia,GN,68.68,moderate rain,11.58,-11.9,Hôtel Mbalou Koubia
663,Jaciara,BR,73.26,clear sky,-15.97,-54.97,Taba Hotel
664,Tirthahalli,IN,69.17,overcast clouds,13.7,75.23,Kamath Residency - Thirthahalli
665,Tarrafal,CV,80.6,few clouds,15.28,-23.77,Hotel Ixola
668,Morristown,US,86.0,clear sky,36.21,-83.29,Days Inn by Wyndham Morristown
670,Salvador,SV,86.0,few clouds,13.83,-88.92,Chico's Ranch
671,Piura,PE,72.99,clear sky,-5.2,-80.63,Casa Andina Premium Piura
672,Vero Beach,US,84.2,scattered clouds,27.64,-80.4,Kimpton Vero Beach Hotel & Spa
673,Helong,CN,71.83,overcast clouds,42.54,129.0,Helong Hotel
674,San-Pedro,CI,74.17,overcast clouds,4.75,-6.64,Hotel Maria
675,Dapaong,TG,74.14,clear sky,10.86,0.2,Hotel Caroli
676,Lompoc,US,72.0,clear sky,34.64,-120.46,Holiday Inn Express Lompoc
